city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Repedea,47.8321,24.4014,Romania,RO,Maramures,,4716,4716
Clinceni,44.3787,25.9412,Romania,RO,Ilfov,,4708,4708
Baleni Sarbi,44.8263,25.6446,Romania,RO,Dambovita,,4707,4707
Ghimbav,45.6628,25.5061,Romania,RO,Brasov,,4698,4698
Halaucesti,47.1,26.8,Romania,RO,Iasi,,4661,4661
Harman,45.7068,25.6856,Romania,RO,Brasov,,4659,4659
Bascov,44.9,24.8167,Romania,RO,Arges,,4653,4653
Poarta Alba,44.2027,28.3969,Romania,RO,Constanta,,4637,4637
Zorleni,46.2659,27.7216,Romania,RO,Vaslui,,4621,4621
Tinca,46.7667,21.95,Romania,RO,Bihor,,4614,4614
Ghiroda,45.7667,21.3,Romania,RO,Timis,,4605,4605
Ghelinta,45.9432,26.2411,Romania,RO,Covasna,,4600,4600
Cleja,46.4098,26.918,Romania,RO,Bacau,,4598,4598
Sacalaz,45.7597,21.1108,Romania,RO,Timis,,4596,4596
Suraia,45.6819,27.3837,Romania,RO,Vrancea,,4595,4595
Doicesti,44.9992,25.3995,Romania,RO,Dambovita,,4584,4584
Ivesti,45.6848,27.518,Romania,RO,Galati,,4571,4571
Cosereni,44.6829,26.5638,Romania,RO,Ialomita,,4570,4570
Patrauti,47.7189,26.1915,Romania,RO,Suceava,,4567,4567
Chiajna,44.4594,25.9784,Romania,RO,Ilfov,,4511,4511
Periam,46.045,20.8692,Romania,RO,Timis,,4505,4505
Cristian,45.6288,25.4833,Romania,RO,Brasov,,4490,4490
Viisoara,46.5579,23.9098,Romania,RO,Cluj,,4488,4488
Crasna,47.16,22.8747,Romania,RO,Salaj,,4463,4463
Belcesti,47.3167,27.1,Romania,RO,Iasi,,4462,4462
Cioranii de Jos,44.8207,26.4134,Romania,RO,Prahova,,4443,4443
Azuga,45.445,25.5553,Romania,RO,Prahova,,4440,4440
Islaz,43.7333,24.75,Romania,RO,Teleorman,,4416,4416
Moara Vlasiei,44.6422,26.2222,Romania,RO,Ilfov,,4411,4411
Manasia,44.7,26.6667,Romania,RO,Ialomita,,4405,4405
Voitinel,47.8837,25.7573,Romania,RO,Suceava,,4387,4387
Turt,47.9888,23.1979,Romania,RO,Satu Mare,,4384,4384
Zetea,46.3833,25.3667,Romania,RO,Harghita,,4378,4378
Independenta,45.4731,27.7623,Romania,RO,Galati,,4375,4375
Deleni,47.4667,26.8833,Romania,RO,Iasi,,4369,4369
Aninoasa,45.3782,23.3337,Romania,RO,Hunedoara,,4360,4360
Piscu,45.5,27.7333,Romania,RO,Galati,,4359,4359
Santandrei,47.0691,21.8554,Romania,RO,Bihor,,4349,4349
Floresti,45.0299,25.812,Romania,RO,Prahova,,4339,4339
Feldioara,45.8174,25.5914,Romania,RO,Brasov,,4334,4334
Ciumani,46.6833,25.5167,Romania,RO,Harghita,,4328,4328
Ocnita,44.9833,25.55,Romania,RO,Dambovita,,4325,4325
Valea Mare-Podgoria,44.8851,24.9061,Romania,RO,Arges,,4318,4318
Ieud,47.6771,24.2346,Romania,RO,Maramures,,4318,4318
Slobozia,44.5214,25.2381,Romania,RO,Arges,,4305,4305
Niculitel,45.1833,28.4833,Romania,RO,Tulcea,,4297,4297
Floresti,44.5085,25.6938,Romania,RO,Giurgiu,,4290,4290
Victoria,47.286,27.5976,Romania,RO,Iasi,,4282,4282
Bucecea,47.7667,26.4333,Romania,RO,Botosani,,4274,4274
Munteni,45.9276,27.4405,Romania,RO,Galati,,4272,4272
Galicea Mare,44.1,23.3,Romania,RO,Dolj,,4268,4268
Razvad,44.9369,25.5338,Romania,RO,Dambovita,,4266,4266
Ciocanesti,44.2,27.0833,Romania,RO,Calarasi,,4257,4257
Ceratu,44.0667,23.6667,Romania,RO,Dolj,,4226,4226
Odoreu,47.795,22.9922,Romania,RO,Satu Mare,,4220,4220
Cenad,46.1375,20.5867,Romania,RO,Timis,,4207,4207
Slanic-Moldova,46.2066,26.4384,Romania,RO,Bacau,,4198,4198
Romanesti,44.5628,25.6279,Romania,RO,Dambovita,,4198,4198
Teliu,45.6979,25.858,Romania,RO,Brasov,,4198,4198
Budila,45.6667,25.8,Romania,RO,Brasov,,4197,4197
Todiresti,47.3333,26.8333,Romania,RO,Iasi,,4193,4193
Lunguletu,44.6106,25.6641,Romania,RO,Dambovita,,4188,4188
Baile Olanesti,45.2,24.2333,Romania,RO,Valcea,,4186,4186
Perisoru,44.4354,27.547,Romania,RO,Calarasi,,4174,4174
Ungheni-Prut,47.2,27.7833,Romania,RO,Iasi,,4173,4173
Mihai Viteazu,46.5414,23.7472,Romania,RO,Cluj,,4129,4129
Pleasa,45.0038,26.0714,Romania,RO,Prahova,,4123,4123
Tulucesti,45.5666,28.0477,Romania,RO,Galati,,4115,4115
Fratautii Noi,47.95,25.85,Romania,RO,Suceava,,4112,4112
Padina,44.8228,27.1114,Romania,RO,Buzau,,4111,4111
Corni,47.65,26.5833,Romania,RO,Botosani,,4102,4102
Magureni,45.0435,25.7524,Romania,RO,Prahova,,4095,4095
Maldaeni,44.1167,24.9333,Romania,RO,Teleorman,,4092,4092
Baia de Aries,46.3794,23.2797,Romania,RO,Alba,,4074,4074
Vinga,46.0162,21.2157,Romania,RO,Arad,,4063,4063
Jijila,45.3,28.15,Romania,RO,Tulcea,,4056,4056
Fundeni,44.4595,26.1668,Romania,RO,Bucuresti,,4051,4051
Ciupercenii Noi,43.9167,22.95,Romania,RO,Dolj,,4043,4043
Tileagd,47.0667,22.2,Romania,RO,Bihor,,4042,4042
Podari,44.25,23.7833,Romania,RO,Dolj,,4028,4028
Bradu,44.7833,24.9,Romania,RO,Arges,,4021,4021
Zanesti,46.8178,26.5464,Romania,RO,Neamt,,4016,4016
Zagon,45.7667,26.1167,Romania,RO,Covasna,,4007,4007
Ditesti,44.9793,25.7279,Romania,RO,Prahova,,3978,3978
Bragadiru,43.7667,25.5167,Romania,RO,Teleorman,,3969,3969
Garbovi,44.7867,26.7674,Romania,RO,Ialomita,,3958,3958
Band,46.5833,24.3833,Romania,RO,Mures,,3950,3950
Ogrezeni,44.4167,25.7667,Romania,RO,Giurgiu,,3949,3949
Calarasi,43.7934,24.0476,Romania,RO,Dolj,,3942,3942
Hotarele,44.1833,26.3667,Romania,RO,Giurgiu,,3939,3939
Faraoaní,46.4321,26.8963,Romania,RO,Bacau,,3932,3932
Buzescu,44.0167,25.2333,Romania,RO,Teleorman,,3922,3922
Ciorogarla,44.4432,25.8846,Romania,RO,Ilfov,,3919,3919
Miercurea Sibiului,45.8833,23.7833,Romania,RO,Sibiu,,3910,3910
Bogdanesti,47.3667,26.2833,Romania,RO,Suceava,,3909,3909
Varasti,44.25,26.25,Romania,RO,Giurgiu,,3908,3908
Telega,45.1399,25.7887,Romania,RO,Prahova,,3903,3903
Oglinzi,47.2505,26.3503,Romania,RO,Neamt,,3903,3903
Plenita,44.2227,23.1863,Romania,RO,Dolj,,3890,3890
Podoleni,46.7978,26.6198,Romania,RO,Neamt,,3883,3883
Daneti,43.9833,24.05,Romania,RO,Dolj,,3875,3875
Vidra,44.2626,26.1644,Romania,RO,Ilfov,,3872,3872
Bucesti,45.6529,27.5287,Romania,RO,Galati,,3870,3870
Maneciu-Pamanteni,45.2904,26.002,Romania,RO,Prahova,,3862,3862
Varias,46.0072,20.9603,Romania,RO,Timis,,3858,3858
Bolintin Deal,44.45,25.8167,Romania,RO,Giurgiu,,3854,3854
Focuri,47.35,27.2167,Romania,RO,Iasi,,3852,3852
Buruenesti,46.9959,26.9773,Romania,RO,Neamt,,3850,3850
Tesila,45.3033,25.7227,Romania,RO,Prahova,,3836,3836
Unirea,44.1667,23.1833,Romania,RO,Dolj,,3814,3814
Radovanu,44.1939,26.5151,Romania,RO,Calarasi,,3802,3802
Barsana,47.815,24.0597,Romania,RO,Maramures,,3802,3802
Palanca,46.5332,26.1304,Romania,RO,Bacau,,3799,3799
Sfantu Ilie,47.6366,26.2084,Romania,RO,Suceava,,3788,3788
Galbinasi,44.3167,26.4167,Romania,RO,Calarasi,,3772,3772
Dumbravita,45.7692,25.4358,Romania,RO,Brasov,,3772,3772
Isalnita,44.4,23.7333,Romania,RO,Dolj,,3770,3770
Ipotesti,47.6167,26.2833,Romania,RO,Suceava,,3759,3759
Dor Marunt,44.4441,26.9331,Romania,RO,Calarasi,,3754,3754
Jina,45.7954,23.6947,Romania,RO,Sibiu,,3750,3750
Mironeasa,46.9667,27.4167,Romania,RO,Iasi,,3744,3744
Tarlungeni,45.6497,25.7627,Romania,RO,Brasov,,3743,3743
Cartojani,44.4322,25.4899,Romania,RO,Giurgiu,,3724,3724
Lapus,47.4956,24.0069,Romania,RO,Maramures,,3709,3709
Barca,43.9663,23.6211,Romania,RO,Dolj,,3689,3689
Vorniceni,47.9833,26.6667,Romania,RO,Botosani,,3686,3686
Turia,46.0333,26.05,Romania,RO,Covasna,,3677,3677
Sanmartin,47.0052,21.9742,Romania,RO,Bihor,,3672,3672
Gheraesti,47.033,26.833,Romania,RO,Neamt,,3668,3668
Bucsani,44.8674,25.6474,Romania,RO,Dambovita,,3667,3667
Semlac,46.1167,20.9333,Romania,RO,Arad,,3667,3667
Cristian,45.7833,24.0292,Romania,RO,Sibiu,,3665,3665
Darmanesti,44.9165,25.7663,Romania,RO,Dambovita,,3664,3664
Dornesti,47.8667,26.0167,Romania,RO,Suceava,,3664,3664
Sulina,45.1594,29.6528,Romania,RO,Tulcea,,3663,3663
Baleni Romani,44.8193,25.6537,Romania,RO,Dambovita,,3661,3661
Bechet,43.7803,23.9568,Romania,RO,Dolj,,3657,3657
Dudestii Vechi,46.0419,20.4764,Romania,RO,Timis,,3648,3648
Blejoiu,44.9929,26.0111,Romania,RO,Prahova,,3638,3638
Chiscani,45.1807,27.9303,Romania,RO,Braila,,3635,3635
Viziru,45.0017,27.7128,Romania,RO,Braila,,3631,3631
Barcea,45.75,27.4667,Romania,RO,Galati,,3626,3626
Botiz,47.8334,22.9473,Romania,RO,Satu Mare,,3622,3622
Fartanesti,45.7899,27.9915,Romania,RO,Galati,,3622,3622
Gura Raului,45.7275,23.9719,Romania,RO,Sibiu,,3621,3621
Vulcan,45.6333,25.4226,Romania,RO,Brasov,,3620,3620
Brastavatu,43.9167,24.4,Romania,RO,Olt,,3615,3615
Leu,44.1875,24,Romania,RO,Dolj,,3614,3614
Parcovaci,47.4363,26.8473,Romania,RO,Iasi,,3607,3607
Ion Luca Caragiale,44.9115,25.7027,Romania,RO,Dambovita,,3600,3600
Matasari,44.85,23.0833,Romania,RO,Gorj,,3599,3599
Cristesti,47.25,26.5833,Romania,RO,Iasi,,3598,3598
Telciu,47.43,24.3942,Romania,RO,Bistrita-Nasaud,,3598,3598
Nicolae Balcescu,46.4781,26.9185,Romania,RO,Bacau,,3595,3595
Faurei,45.0842,27.2728,Romania,RO,Braila,,3592,3592
Vasilati,44.2882,26.4443,Romania,RO,Calarasi,,3590,3590
Cuza Voda,44.3,28.3167,Romania,RO,Constanta,,3586,3586
Nanov,44,25.3,Romania,RO,Teleorman,,3586,3586
Jebel,45.55,21.2167,Romania,RO,Timis,,3584,3584
Bilca,47.9333,25.7833,Romania,RO,Suceava,,3583,3583
Manastirea,44.2107,26.8981,Romania,RO,Calarasi,,3573,3573
Tichilesti,45.1289,27.9082,Romania,RO,Braila,,3573,3573
Halmeu,47.977,23.0202,Romania,RO,Satu Mare,,3564,3564
Bistrita Bargaului,47.2086,24.7618,Romania,RO,Bistrita-Nasaud,,3564,3564
Ocna Sibiului,45.8747,24.0667,Romania,RO,Sibiu,,3562,3562
Rusanesti,43.937,24.5945,Romania,RO,Olt,,3555,3555
Letcani,47.1833,27.4167,Romania,RO,Iasi,,3552,3552
Carpinis,45.7872,20.9042,Romania,RO,Timis,,3551,3551
Prundu,44.1,26.2333,Romania,RO,Giurgiu,,3549,3549
Albesti,46.23,24.85,Romania,RO,Mures,,3546,3546
Perieni,46.3,27.6167,Romania,RO,Vaslui,,3536,3536
Motca,47.25,26.6167,Romania,RO,Iasi,,3522,3522
Ostroveni,43.8,23.8833,Romania,RO,Dolj,,3504,3504
Sita Buzaului,45.65,26.0667,Romania,RO,Covasna,,3502,3502
Sacel,47.645,24.395,Romania,RO,Maramures,,3500,3500
Biharea,47.1515,21.9222,Romania,RO,Bihor,,3493,3493
Ramnicelu,45.3641,27.1067,Romania,RO,Buzau,,3491,3491
Golesti,45.6625,27.1657,Romania,RO,Vrancea,,3489,3489
Vama,47.8419,23.3975,Romania,RO,Satu Mare,,3486,3486
Draganesti-Vlasca,44.1017,25.5977,Romania,RO,Teleorman,,3481,3481
Comisani,44.872,25.5905,Romania,RO,Dambovita,,3480,3480
Contesti,43.8,25.4833,Romania,RO,Teleorman,,3479,3479
Maglavit,44.0333,23.1,Romania,RO,Dolj,,3472,3472
Poiana,44.5666,25.6768,Romania,RO,Dambovita,,3465,3465
Cornu de Jos,45.1553,25.7018,Romania,RO,Prahova,,3456,3456
Praid,46.5529,25.1245,Romania,RO,Harghita,,3448,3448
Margineni,46.591,26.8415,Romania,RO,Bacau,,3446,3446
Santana de Mures,46.5761,24.5542,Romania,RO,Mures,,3441,3441
Vadastrita,43.8471,24.3386,Romania,RO,Olt,,3437,3437
Luncavita,45.2833,28.2667,Romania,RO,Tulcea,,3432,3432
Adjudeni,47.0141,26.949,Romania,RO,Neamt,,3429,3429
Munteni Buzau,44.6384,26.9729,Romania,RO,Ialomita,,3428,3428
Carcea,44.2667,23.9,Romania,RO,Dolj,,3424,3424
Unirea,46.4,23.8167,Romania,RO,Alba,,3414,3414
Gherta Mica,47.9333,23.2333,Romania,RO,Satu Mare,,3412,3412
Lueta,46.2667,25.4833,Romania,RO,Harghita,,3395,3395
Chiselet,44.1833,26.85,Romania,RO,Calarasi,,3392,3392
Piatra,43.8167,25.1667,Romania,RO,Teleorman,,3392,3392
Gura sutii,44.7571,25.4993,Romania,RO,Dambovita,,3390,3390
Comlosu Mare,45.8906,20.6272,Romania,RO,Timis,,3389,3389
Varbilau,45.182,25.9602,Romania,RO,Prahova,,3388,3388
Garla-Mare,44.2167,22.7667,Romania,RO,Mehedinti,,3382,3382
Bezdead,45.1519,25.5209,Romania,RO,Dambovita,,3381,3381
Manastirea Casin,46.1521,26.691,Romania,RO,Bacau,,3362,3362
Pildesti,46.9967,26.8256,Romania,RO,Neamt,,3359,3359
Vultureni,45.6205,27.422,Romania,RO,Galati,,3344,3344
Rastu,43.8833,23.2833,Romania,RO,Dolj,,3343,3343
Cerneti,44.6348,22.7094,Romania,RO,Mehedinti,,3339,3339
Frumoasa,46.6655,26.5327,Romania,RO,Bacau,,3339,3339
Dobrotesti,44.2833,24.8833,Romania,RO,Teleorman,,3333,3333
Zemes,46.55,26.4661,Romania,RO,Bacau,,3329,3329
Zabala,45.9,26.1833,Romania,RO,Covasna,,3324,3324
Baneasa,44.0633,27.7017,Romania,RO,Constanta,,3321,3321
Ghirdoveni,44.9406,25.6737,Romania,RO,Dambovita,,3317,3317
Poiana Marului,45.6064,25.3073,Romania,RO,Brasov,,3315,3315
Iancu Jianu,44.5,24.0333,Romania,RO,Olt,,3312,3312
Ocnele Mari,45.0833,24.3167,Romania,RO,Valcea,,3309,3309
Adunatii-Copaceni,44.25,26.05,Romania,RO,Giurgiu,,3309,3309
Bordusani,44.4819,27.9045,Romania,RO,Ialomita,,3309,3309
Magurele,45.1022,26.0373,Romania,RO,Prahova,,3297,3297
Capatanesti,45.1894,26.7929,Romania,RO,Buzau,,3296,3296
Berca,45.2873,26.681,Romania,RO,Buzau,,3296,3296
Cernat,45.9503,26.0353,Romania,RO,Covasna,,3295,3295
Biled,45.8864,20.9589,Romania,RO,Timis,,3294,3294
Cazanesti,44.6192,27.01,Romania,RO,Ialomita,,3271,3271
Movileni,45.7658,27.3759,Romania,RO,Vrancea,,3269,3269
Traian,44.0218,24.4551,Romania,RO,Olt,,3264,3264
Ilva Mica,47.3167,24.6667,Romania,RO,Bistrita-Nasaud,,3264,3264
Lazarea,46.75,25.5333,Romania,RO,Harghita,,3254,3254
Geoseni,46.4292,26.9924,Romania,RO,Bacau,,3249,3249
Smeeni,44.9958,26.858,Romania,RO,Buzau,,3247,3247
Ojdula,45.9833,26.25,Romania,RO,Covasna,,3247,3247
Cilieni,43.9031,24.6158,Romania,RO,Olt,,3244,3244
Topraisar,44.0133,28.4553,Romania,RO,Constanta,,3238,3238
Cosoveni,44.2492,23.9328,Romania,RO,Dolj,,3237,3237
Baneasa,44.05,26.0833,Romania,RO,Giurgiu,,3231,3231
Valea Dragului,44.2111,26.303,Romania,RO,Giurgiu,,3230,3230
Maracineni,44.9,24.8833,Romania,RO,Arges,,3228,3228
Barcanesti,44.8815,26.0506,Romania,RO,Prahova,,3226,3226
Rona de Sus,47.8978,24.0375,Romania,RO,Maramures,,3225,3225
Lovrin,45.9681,20.7703,Romania,RO,Timis,,3223,3223
Ploestiori,44.981,26.0197,Romania,RO,Prahova,,3222,3222
Nusfalau,47.1971,22.7034,Romania,RO,Salaj,,3214,3214
Dragomiresti,47.6669,24.2914,Romania,RO,Maramures,,3213,3213
Orlat,45.7514,23.9672,Romania,RO,Sibiu,,3205,3205
Domnesti,45.2,24.8333,Romania,RO,Arges,,3201,3201
Malu Spart,44.4438,25.7157,Romania,RO,Giurgiu,,3200,3200
Valea Stanciului,43.9833,23.8667,Romania,RO,Dolj,,3199,3199
Baia de Fier,45.1707,23.7694,Romania,RO,Gorj,,3195,3195
Stalpu,45.0833,26.7111,Romania,RO,Buzau,,3193,3193
Aghiresu-Fabricei,46.8669,23.2701,Romania,RO,Cluj,,3193,3193
Cervenia,43.8333,25.4667,Romania,RO,Teleorman,,3190,3190
Marginenii de Jos,44.9569,25.7583,Romania,RO,Prahova,,3187,3187
Turcoaia,45.1167,28.1833,Romania,RO,Tulcea,,3187,3187
Osorheiu,47.05,22.0167,Romania,RO,Bihor,,3179,3179
Dudestii Noi,45.8378,21.1006,Romania,RO,Timis,,3179,3179
Vacaresti,44.8572,25.4876,Romania,RO,Dambovita,,3173,3173
Branesti,45.0347,25.4129,Romania,RO,Dambovita,,3171,3171
Certeze,47.903,23.46,Romania,RO,Satu Mare,,3171,3171
Apata,45.9504,25.5331,Romania,RO,Brasov,,3169,3169
Traian,44.7609,27.3381,Romania,RO,Ialomita,,3168,3168
Iaslovat,47.7667,25.9667,Romania,RO,Suceava,,3163,3163
Rebra,47.3167,24.5,Romania,RO,Bistrita-Nasaud,,3163,3163
Gura Ocnitei,44.9417,25.5685,Romania,RO,Dambovita,,3160,3160
Candesti,45.2492,26.7046,Romania,RO,Buzau,,3154,3154
Tomnatic,45.9878,20.6586,Romania,RO,Timis,,3144,3144
Cernica,44.4253,26.2756,Romania,RO,Ilfov,,3136,3136
Brebu Manastirei,45.1816,25.7714,Romania,RO,Prahova,,3134,3134
Poroschia,43.9333,25.3667,Romania,RO,Teleorman,,3132,3132
Copacenii de Jos,44.2716,26.0794,Romania,RO,Giurgiu,,3131,3131
Valea Seaca,46.2428,27.0459,Romania,RO,Bacau,,3124,3124
Dersca,47.9833,26.2,Romania,RO,Botosani,,3124,3124
Dridu,44.7,26.45,Romania,RO,Ialomita,,3112,3112
Tanganu,44.407,26.309,Romania,RO,Calarasi,,3110,3110
Geamana,44.8189,24.8898,Romania,RO,Arges,,3109,3109
Vedea,43.7822,25.7886,Romania,RO,Giurgiu,,3108,3108
Patulele,44.3455,22.7817,Romania,RO,Mehedinti,,3102,3102
Poiana Campina,45.1291,25.713,Romania,RO,Prahova,,3097,3097
Banesti,45.1,25.7667,Romania,RO,Prahova,,3096,3096
Jilavele,44.7667,26.5333,Romania,RO,Ialomita,,3096,3096
Vadu Pasii,45.1591,26.8846,Romania,RO,Buzau,,3094,3094
Peciu Nou,45.6053,21.0581,Romania,RO,Timis,,3092,3092
Lunca Ilvei,47.3667,24.9833,Romania,RO,Bistrita-Nasaud,,3086,3086
Bicaz Chei,46.8279,25.8753,Romania,RO,Neamt,,3082,3082
Cogealac,44.558,28.5582,Romania,RO,Constanta,,3081,3081
Lipovu,44.1,23.6333,Romania,RO,Dolj,,3075,3075
Bertea,45.2303,25.8693,Romania,RO,Prahova,,3072,3072
Nicolae Balcescu,44.3833,28.3833,Romania,RO,Constanta,,3066,3066
Mitocu Dragomirnei,47.7333,26.25,Romania,RO,Suceava,,3065,3065
Sanandrei,45.9106,21.1642,Romania,RO,Timis,,3065,3065
Tamaseni,46.994,26.9505,Romania,RO,Neamt,,3064,3064
Baraganul,44.8107,27.5152,Romania,RO,Braila,,3062,3062
Osica de Sus,44.25,24.3167,Romania,RO,Olt,,3059,3059
Jirlau,45.1662,27.1883,Romania,RO,Braila,,3059,3059
Valea Adanca,47.1256,27.5565,Romania,RO,Iasi,,3053,3053
Slobozia-Conache,45.5833,27.7833,Romania,RO,Galati,,3050,3050
Micula,47.8997,22.9497,Romania,RO,Satu Mare,,3049,3049
Gologanu,45.6167,27.2667,Romania,RO,Vrancea,,3040,3040
Halchiu,45.761,25.5438,Romania,RO,Brasov,,3035,3035
Liebling,45.5794,21.3203,Romania,RO,Timis,,3034,3034
Sanislau,47.6415,22.3259,Romania,RO,Satu Mare,,3033,3033
Starchiojd,45.3228,26.1881,Romania,RO,Prahova,,3033,3033
Hantesti,47.75,26.3667,Romania,RO,Suceava,,3032,3032
Capleni,47.7167,22.5,Romania,RO,Satu Mare,,3031,3031
Rebrisoara,47.2875,24.4517,Romania,RO,Bistrita-Nasaud,,3031,3031
Darasti-Ilfov,44.3167,26.0167,Romania,RO,Ilfov,,3026,3026
Iazu,44.7177,25.8309,Romania,RO,Dambovita,,3025,3025
Schela,45.508,27.8309,Romania,RO,Galati,,3023,3023
Voinesti,47.0833,27.4333,Romania,RO,Iasi,,3020,3020
Salard,47.224,22.0284,Romania,RO,Bihor,,3014,3014
Tatarani,44.8931,26.0348,Romania,RO,Prahova,,3013,3013
Comani,44.192,24.4907,Romania,RO,Olt,,3011,3011
Goranu,45.1052,24.3843,Romania,RO,Valcea,,3010,3010
Parscov,45.2888,26.548,Romania,RO,Buzau,,3009,3009
Bughea de Sus,45.2981,25.0328,Romania,RO,Arges,,2997,2997
Maracineni,45.1773,26.8242,Romania,RO,Buzau,,2996,2996
Mogosesti,47.0333,27.5167,Romania,RO,Iasi,,2994,2994
Limanu,43.7991,28.5283,Romania,RO,Constanta,,2990,2990
Picior de Munte,44.7825,25.3905,Romania,RO,Dambovita,,2985,2985
Branistea,44.6795,25.5774,Romania,RO,Dambovita,,2978,2978
Buciumeni,44.5489,25.9633,Romania,RO,Ilfov,,2976,2976
Mihail Kogalniceanu,44.6788,27.7113,Romania,RO,Ialomita,,2959,2959
Dumbrava Rosie,46.8833,26.4383,Romania,RO,Neamt,,2957,2957
Pietrosani,43.7167,25.6333,Romania,RO,Teleorman,,2941,2941
Cazasu,45.2713,27.8883,Romania,RO,Braila,,2939,2939
Satchinez,45.9433,21.0397,Romania,RO,Timis,,2937,2937
Sintesti,44.3139,26.1094,Romania,RO,Ilfov,,2936,2936
Pecineaga,43.8953,28.4994,Romania,RO,Constanta,,2936,2936
Fantanele,44.7126,25.8812,Romania,RO,Dambovita,,2934,2934
Vadu Crisului,46.986,22.5169,Romania,RO,Bihor,,2932,2932
Visina,43.8661,24.4534,Romania,RO,Olt,,2930,2930
Letea Veche,46.5553,26.9469,Romania,RO,Bacau,,2926,2926
Crevedia,44.6,25.9333,Romania,RO,Dambovita,,2925,2925
Malini,47.45,26.0667,Romania,RO,Suceava,,2924,2924
Suseni,46.6667,25.55,Romania,RO,Harghita,,2918,2918
Frumusani,44.2976,26.3211,Romania,RO,Calarasi,,2916,2916
Beresti-Targ,46.0936,27.8881,Romania,RO,Galati,,2916,2916
Orbeasca de Sus,44.1374,25.3197,Romania,RO,Teleorman,,2914,2914
Gheraseni,45.0253,26.7916,Romania,RO,Buzau,,2912,2912
Ciobanu,44.7167,27.9865,Romania,RO,Constanta,,2907,2907
Sapanta,47.9722,23.6972,Romania,RO,Maramures,,2903,2903
Tulghes,46.9408,25.7175,Romania,RO,Harghita,,2893,2893
Raucesti,47.2496,26.4165,Romania,RO,Neamt,,2890,2890
Visina,44.5907,25.333,Romania,RO,Dambovita,,2889,2889
Branceni,43.8833,25.4,Romania,RO,Teleorman,,2881,2881
Valeni,46.744,27.7634,Romania,RO,Vaslui,,2875,2875
Frumusita,45.653,28.0663,Romania,RO,Galati,,2875,2875
Jaristea,45.7949,27.0606,Romania,RO,Vrancea,,2869,2869
Balaceanca,44.3931,26.2897,Romania,RO,Ilfov,,2865,2865
Sabareni,44.5071,25.8791,Romania,RO,Giurgiu,,2864,2864
Bughea de Jos,45.2761,24.9978,Romania,RO,Arges,,2862,2862
Satu Nou,44.2697,28.2242,Romania,RO,Constanta,,2862,2862
Movila Miresei,45.2153,27.622,Romania,RO,Braila,,2860,2860
Saveni,44.6032,27.6359,Romania,RO,Ialomita,,2857,2857
Crampoia,44.3,24.75,Romania,RO,Olt,,2853,2853
Becicherecu Mic,45.829,21.0514,Romania,RO,Timis,,2853,2853
Doua Mai,43.7872,28.5775,Romania,RO,Constanta,,2848,2848
Rotunda,44,24.3167,Romania,RO,Olt,,2841,2841
Remetea Chioarului,47.5276,23.5478,Romania,RO,Maramures,,2834,2834
Mosnita Noua,45.7181,21.3258,Romania,RO,Timis,,2833,2833
Ulmu,44.9507,27.3294,Romania,RO,Braila,,2829,2829
Ciolpani,44.7254,26.1052,Romania,RO,Ilfov,,2828,2828
Curtuiuseni,47.5465,22.1993,Romania,RO,Bihor,,2825,2825
Havarna,48.0667,26.65,Romania,RO,Botosani,,2823,2823
Ostra,47.4,25.7667,Romania,RO,Suceava,,2823,2823
Racaciuni,46.3261,27.0138,Romania,RO,Bacau,,2820,2820
Trifesti,46.8981,26.8622,Romania,RO,Neamt,,2818,2818
Rozavlea,47.7364,24.2225,Romania,RO,Maramures,,2816,2816
Vladeni,44.8756,25.7753,Romania,RO,Dambovita,,2807,2807
Stulpicani,47.4585,25.765,Romania,RO,Suceava,,2807,2807
Sanmihaiu Roman,45.7078,21.09,Romania,RO,Timis,,2805,2805
Ograda,44.6167,27.5833,Romania,RO,Ialomita,,2803,2803
Zizin,45.6376,25.7747,Romania,RO,Brasov,,2802,2802
Broscauti,47.95,26.45,Romania,RO,Botosani,,2801,2801
Amarastii de Jos,43.9521,24.1639,Romania,RO,Dolj,,2795,2795
Salcia,44.1398,22.9301,Romania,RO,Mehedinti,,2794,2794
Lunca Calnicului,45.7555,25.7755,Romania,RO,Covasna,,2793,2793
Catelu,44.4031,26.2177,Romania,RO,Ilfov,,2790,2790
Teregova,45.1481,22.2819,Romania,RO,Caras-Severin,,2790,2790
Baia,44.7233,28.6778,Romania,RO,Tulcea,,2789,2789
Periceiu,47.2316,22.8631,Romania,RO,Salaj,,2785,2785
Ruseni,46.7972,26.5396,Romania,RO,Neamt,,2784,2784
Valea Marului,45.8387,27.6914,Romania,RO,Galati,,2781,2781
Potlogi,44.5606,25.588,Romania,RO,Dambovita,,2778,2778
Vama,47.5715,25.6913,Romania,RO,Suceava,,2778,2778
Palanca,44.4743,25.7247,Romania,RO,Giurgiu,,2775,2775
Sarichioi,44.95,28.85,Romania,RO,Tulcea,,2775,2775
Daia Romana,46.0069,23.6664,Romania,RO,Alba,,2773,2773
Scanteia,44.7337,27.4657,Romania,RO,Ialomita,,2773,2773
Criscior,46.1236,22.8595,Romania,RO,Hunedoara,,2770,2770
Adancata,47.7351,26.2951,Romania,RO,Suceava,,2765,2765
Racsa,47.8167,23.35,Romania,RO,Satu Mare,,2761,2761
Goicea,43.9167,23.6167,Romania,RO,Dolj,,2760,2760
